DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;GETHOM;GETMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;OCUHOM;OCUMUJ
10.0;1001;1.0;2013.0;18.0;10.0;10.0;1001;23.0;26.0;2.0;2.0;320.0;320.0;4.0;4.0;9712;2341
16.0;1601;9.0;2012.0;27.0;7.0;16.0;1601;26.0;23.0;2.0;1.0;320.0;320.0;4.0;4.0;9712;2341
16.0;1601;1.0;2013.0;6.0;8.0;16.0;1601;28.0;25.0;1.0;2.0;320.0;320.0;4.0;4.0;9712;2341
14.0;1412;7.0;2012.0;10.0;5.0;14.0;1401;30.0;27.0;2.0;2.0;320.0;320.0;4.0;4.0;9712;2341
12.0;1215;2.0;2012.0;16.0;1.0;12.0;1215;34.0;31.0;2.0;2.0;320.0;320.0;4.0;4.0;9712;2341
1.0;0101;10.0;2012.0;17.0;8.0;1.0;0101;36.0;37.0;2.0;2.0;320.0;320.0;4.0;5.0;9712;2341
13.0;1307;3.0;2013.0;5.0;6.0;13.0;1301;25.0;23.0;1.0;9.0;320.0;320.0;4.0;4.0;9712;2341
10.0;1001;9.0;2012.0;2.0;5.0;10.0;1001;25.0;22.0;2.0;2.0;320.0;320.0;5.0;5.0;9712;2341
13.0;1302;5.0;2012.0;11.0;4.0;13.0;1301;33.0;24.0;9.0;9.0;320.0;320.0;5.0;4.0;9712;2341
16.0;1601;6.0;2012.0;15.0;2.0;16.0;1601;23.0;28.0;1.0;2.0;320.0;320.0;9.0;4.0;9712;2341
22.0;2203;5.0;2012.0;20.0;4.0;22.0;2201;25.0;23.0;2.0;2.0;320.0;320.0;9.0;4.0;9712;2341
9.0;0901;11.0;2012.0;12.0;1.0;9.0;0901;32.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
1.0;0101;1.0;2013.0;11.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
1.0;0101;1.0;2013.0;26.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
1.0;0101;8.0;2012.0;22.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
1.0;0101;10.0;2012.0;29.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
1.0;0101;12.0;2012.0;27.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
19.0;1904;6.0;2012.0;7.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
4.0;0415;8.0;2012.0;12.0;6.0;4.0;0401;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
9.0;0901;10.0;2012.0;16.0;8.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
11.0;1101;4.0;2013.0;24.0;8.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
1.0;0101;2.0;2013.0;18.0;12.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
14.0;1412;11.0;2012.0;26.0;9.0;14.0;1401;999.0;43.0;9.0;2.0;320.0;320.0;9.0;4.0;9712;2341
1.0;0101;3.0;2013.0;31.0;10.0;19.0;1901;999.0;43.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
19.0;1901;8.0;2012.0;27.0;3.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
21.0;2101;3.0;2012.0;2.0;3.0;21.0;2101;999.0;39.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
21.0;2101;7.0;2012.0;18.0;5.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
21.0;2101;10.0;2012.0;28.0;9.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
21.0;2107;9.0;2012.0;8.0;8.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
1.0;0115;9.0;2012.0;24.0;7.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2341
7.0;0701;10.0;2012.0;25.0;9.0;7.0;0701;999.0;38.0;9.0;2.0;320.0;320.0;9.0;4.0;9712;2341
1.0;0101;12.0;2012.0;30.0;8.0;1.0;0101;32.0;24.0;2.0;9.0;320.0;320.0;5.0;9.0;9998;2341
1.0;0101;12.0;2012.0;12.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998;2341
14.0;1401;7.0;2012.0;12.0;6.0;14.0;1401;999.0;34.0;9.0;2.0;320.0;320.0;1.0;4.0;9999;2341
12.0;1217;8.0;2012.0;17.0;7.0;9.0;0920;34.0;37.0;2.0;2.0;320.0;320.0;4.0;4.0;9999;2341
22.0;2201;4.0;2012.0;9.0;3.0;22.0;2201;47.0;29.0;9.0;9.0;320.0;320.0;4.0;4.0;9999;2341
22.0;2201;6.0;2012.0;8.0;6.0;22.0;2201;34.0;28.0;9.0;2.0;320.0;320.0;9.0;4.0;9999;2341
1.0;0114;9.0;2012.0;2.0;4.0;1.0;0114;999.0;999.0;9.0;2.0;320.0;320.0;9.0;4.0;9999;2341
1.0;0101;4.0;2013.0;12.0;4.0;3.0;0301;44.0;999.0;2.0;9.0;320.0;320.0;9.0;9.0;9999;2341
1.0;0101;8.0;2012.0;1.0;3.0;1.0;0101;999.0;52.0;9.0;2.0;320.0;320.0;9.0;4.0;9999;2341
1.0;0101;10.0;2012.0;10.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;2341
3.0;0301;3.0;2013.0;3.0;12.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;2341
9.0;0909;10.0;2012.0;27.0;8.0;9.0;0901;999.0;28.0;9.0;2.0;320.0;320.0;9.0;4.0;9999;2341
10.0;1001;9.0;2012.0;2.0;8.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9999;2341
14.0;1406;9.0;2012.0;30.0;7.0;14.0;1401;999.0;40.0;9.0;2.0;320.0;320.0;9.0;4.0;9999;2341
1.0;0116;11.0;2012.0;10.0;8.0;1.0;0116;999.0;37.0;9.0;2.0;320.0;320.0;9.0;4.0;9999;2341
1.0;0101;2.0;2012.0;3.0;1.0;10.0;1001;999.0;999.0;9.0;9.0;840.0;320.0;9.0;9.0;9999;2341
1.0;0101;6.0;2012.0;23.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2152;2342
5.0;0511;11.0;2012.0;14.0;8.0;1.0;0101;54.0;41.0;2.0;2.0;320.0;320.0;5.0;5.0;2211;2342
13.0;1305;1.0;2013.0;26.0;12.0;13.0;1301;26.0;34.0;2.0;2.0;320.0;320.0;4.0;4.0;2341;2342
14.0;1418;6.0;2013.0;27.0;8.0;14.0;1401;27.0;25.0;2.0;2.0;320.0;320.0;4.0;4.0;3119;2342
17.0;1703;3.0;2012.0;3.0;2.0;17.0;1703;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3314;2342
18.0;1801;4.0;2012.0;13.0;3.0;18.0;1801;28.0;27.0;2.0;2.0;320.0;320.0;4.0;4.0;3314;2342
8.0;0801;11.0;2012.0;15.0;6.0;8.0;0801;33.0;25.0;2.0;2.0;320.0;320.0;4.0;4.0;3314;2342
10.0;1014;10.0;2012.0;28.0;9.0;1.0;0115;999.0;26.0;9.0;2.0;320.0;320.0;9.0;4.0;3513;2342
22.0;2207;12.0;2012.0;29.0;11.0;22.0;2201;48.0;42.0;2.0;2.0;320.0;320.0;4.0;4.0;4311;2342
16.0;1601;2.0;2013.0;29.0;3.0;16.0;1601;23.0;24.0;2.0;2.0;320.0;320.0;3.0;4.0;5221;2342
13.0;1311;12.0;2012.0;30.0;11.0;13.0;1301;35.0;29.0;2.0;2.0;320.0;320.0;5.0;5.0;5221;2342
11.0;1101;9.0;2012.0;25.0;7.0;11.0;1101;40.0;39.0;9.0;2.0;320.0;320.0;1.0;4.0;5249;2342
9.0;0922;2.0;2013.0;26.0;11.0;9.0;0920;999.0;46.0;9.0;2.0;320.0;320.0;2.0;4.0;6111;2342
14.0;1418;8.0;2012.0;20.0;6.0;14.0;1413;999.0;30.0;9.0;9.0;320.0;320.0;9.0;4.0;6111;2342
5.0;0510;9.0;2012.0;21.0;6.0;5.0;0501;30.0;30.0;2.0;2.0;320.0;320.0;3.0;4.0;8152;2342
10.0;1001;9.0;2012.0;28.0;8.0;10.0;1001;28.0;28.0;1.0;2.0;320.0;320.0;2.0;4.0;9712;2342
20.0;2011;12.0;2012.0;8.0;11.0;20.0;2011;20.0;23.0;1.0;1.0;320.0;320.0;4.0;5.0;9712;2342
22.0;2205;1.0;2013.0;25.0;10.0;22.0;2201;24.0;23.0;2.0;2.0;320.0;320.0;4.0;4.0;9712;2342
21.0;2101;3.0;2013.0;3.0;12.0;21.0;2101;25.0;21.0;2.0;2.0;320.0;320.0;4.0;4.0;9712;2342
1.0;0101;7.0;2012.0;16.0;4.0;1.0;0101;35.0;999.0;2.0;9.0;320.0;320.0;5.0;9.0;9712;2342
13.0;1301;11.0;2012.0;12.0;10.0;13.0;1312;28.0;30.0;9.0;2.0;320.0;320.0;9.0;4.0;9712;2342
9.0;0901;6.0;2012.0;7.0;5.0;9.0;0901;29.0;26.0;9.0;2.0;320.0;320.0;9.0;9.0;9712;2342
1.0;0101;11.0;2012.0;24.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2342
15.0;1501;10.0;2012.0;6.0;7.0;15.0;1501;999.0;39.0;9.0;2.0;320.0;320.0;9.0;4.0;9712;2342
12.0;1212;12.0;2012.0;26.0;6.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2342
17.0;1712;8.0;2012.0;11.0;7.0;17.0;1712;29.0;25.0;2.0;2.0;320.0;320.0;4.0;4.0;9998;2342
16.0;1602;6.0;2012.0;21.0;5.0;16.0;1602;27.0;36.0;9.0;2.0;320.0;320.0;9.0;5.0;9999;2342
20.0;2003;12.0;2012.0;14.0;8.0;20.0;2001;999.0;36.0;9.0;2.0;320.0;320.0;9.0;4.0;9999;2342
6.0;0614;3.0;2013.0;25.0;9.0;6.0;0601;999.0;36.0;9.0;9.0;320.0;320.0;9.0;4.0;9999;2342
1.0;0101;3.0;2012.0;13.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2353;2353
1.0;0113;6.0;2012.0;28.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231;2354
1.0;0101;2.0;2013.0;22.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;110;2359
1.0;0101;4.0;2013.0;9.0;11.0;1.0;0101;61.0;999.0;2.0;9.0;320.0;320.0;5.0;9.0;2261;2359
22.0;2212;6.0;2013.0;14.0;11.0;22.0;2212;47.0;49.0;2.0;9.0;320.0;320.0;5.0;9.0;2320;2359
12.0;1215;12.0;2012.0;8.0;8.0;22.0;2201;40.0;37.0;2.0;2.0;320.0;320.0;4.0;4.0;2341;2359
22.0;2201;1.0;2013.0;8.0;8.0;22.0;2201;40.0;37.0;2.0;2.0;320.0;320.0;4.0;4.0;2341;2359
16.0;1601;3.0;2013.0;9.0;1.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2341;2359
3.0;0301;12.0;2012.0;11.0;10.0;1.0;0101;49.0;38.0;2.0;2.0;320.0;320.0;9.0;9.0;2351;2359
3.0;0302;10.0;2012.0;17.0;9.0;3.0;0301;30.0;26.0;2.0;2.0;320.0;320.0;4.0;4.0;2359;2359
1.0;0101;5.0;2012.0;3.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2359;2359
15.0;1501;12.0;2012.0;7.0;11.0;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2359;2359
1.0;0101;12.0;2012.0;12.0;9.0;2.0;0201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3119;2359
1.0;0101;6.0;2012.0;24.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3153;2359
13.0;1301;6.0;2012.0;16.0;5.0;13.0;1301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3314;2359
1.0;0101;1.0;2013.0;13.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3412;2359
16.0;1610;7.0;2012.0;5.0;3.0;16.0;1610;999.0;31.0;9.0;1.0;320.0;320.0;9.0;4.0;3412;2359
6.0;0601;8.0;2012.0;15.0;6.0;6.0;0601;27.0;999.0;2.0;9.0;320.0;320.0;4.0;9.0;3513;2359
1.0;0101;11.0;2012.0;13.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;2359
1.0;0101;12.0;2012.0;27.0;8.0;1.0;0108;999.0;999.0;9.0;9.0;156.0;9999.0;1.0;9.0;5221;2359
16.0;1615;2.0;2013.0;23.0;7.0;16.0;1615;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;2359
1.0;0101;3.0;2013.0;22.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;2359
1.0;0103;12.0;2012.0;18.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;2359
1.0;0108;11.0;2012.0;11.0;6.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;2359
1.0;0108;4.0;2013.0;19.0;6.0;1.0;0101;34.0;33.0;2.0;2.0;320.0;320.0;4.0;4.0;5249;2359
1.0;0101;3.0;2012.0;17.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5249;2359
17.0;1704;6.0;2012.0;4.0;5.0;17.0;1703;39.0;37.0;2.0;2.0;320.0;320.0;2.0;4.0;6111;2359
19.0;1907;10.0;2012.0;1.0;10.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;2359
1.0;0101;5.0;2012.0;28.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7512;2359
1.0;0101;7.0;2012.0;8.0;2.0;1.0;0101;25.0;25.0;9.0;2.0;320.0;320.0;1.0;4.0;9712;2359
1.0;0113;4.0;2013.0;22.0;11.0;1.0;0101;40.0;29.0;9.0;2.0;320.0;320.0;1.0;5.0;9712;2359
4.0;0406;1.0;2013.0;7.0;11.0;4.0;0401;22.0;21.0;2.0;2.0;320.0;320.0;4.0;9.0;9712;2359
1.0;0101;2.0;2013.0;4.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2359
1.0;0101;2.0;2013.0;20.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2359
1.0;0101;3.0;2013.0;6.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2359
1.0;0101;3.0;2013.0;7.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2359
1.0;0101;3.0;2013.0;28.0;6.0;1.0;0101;999.0;38.0;9.0;2.0;320.0;320.0;9.0;4.0;9712;2359
1.0;0101;9.0;2012.0;6.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2359
1.0;0101;11.0;2012.0;21.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2359
22.0;2211;7.0;2012.0;18.0;5.0;1.0;0114;999.0;44.0;9.0;2.0;320.0;320.0;9.0;4.0;9712;2359
1.0;0101;11.0;2012.0;30.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9998;2359
22.0;2205;7.0;2012.0;16.0;7.0;22.0;2201;43.0;41.0;9.0;2.0;320.0;320.0;1.0;4.0;9999;2359
1.0;0106;6.0;2012.0;30.0;4.0;1.0;0101;999.0;33.0;9.0;9.0;320.0;320.0;9.0;4.0;9999;2359
9.0;0901;11.0;2012.0;16.0;7.0;9.0;0901;44.0;42.0;2.0;2.0;320.0;320.0;9.0;5.0;9999;2359
1.0;0117;9.0;2012.0;25.0;7.0;1.0;0115;999.0;40.0;9.0;2.0;320.0;320.0;9.0;4.0;9999;2359
1.0;0101;2.0;2013.0;21.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2619;2411
1.0;0101;10.0;2012.0;23.0;8.0;1.0;0101;26.0;28.0;9.0;2.0;320.0;320.0;9.0;5.0;3513;2411
5.0;0509;1.0;2013.0;1.0;8.0;5.0;0501;29.0;26.0;2.0;2.0;320.0;320.0;4.0;5.0;7231;2411
1.0;0101;3.0;2012.0;13.0;3.0;1.0;0101;32.0;26.0;9.0;9.0;568.0;188.0;9.0;9.0;2412;2413
13.0;1301;2.0;2013.0;30.0;11.0;13.0;1301;27.0;23.0;2.0;2.0;320.0;320.0;4.0;5.0;2359;2421
1.0;0101;10.0;2012.0;16.0;8.0;1.0;0101;30.0;31.0;9.0;9.0;320.0;320.0;9.0;9.0;2431;2421
9.0;0901;9.0;2012.0;2.0;7.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;110;2422
1.0;0101;12.0;2012.0;18.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;1219;2422
1.0;0101;10.0;2012.0;29.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;724.0;320.0;9.0;9.0;1219;2422
1.0;0101;4.0;2012.0;22.0;2.0;1.0;0101;48.0;45.0;9.0;9.0;320.0;720.0;9.0;9.0;2144;2422
1.0;0101;7.0;2012.0;28.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2161;2422
1.0;0101;3.0;2012.0;31.0;1.0;1.0;0101;33.0;31.0;9.0;2.0;170.0;320.0;9.0;5.0;2421;2422
1.0;0101;7.0;2012.0;30.0;5.0;1.0;0101;37.0;34.0;9.0;9.0;320.0;320.0;9.0;9.0;2422;2422
1.0;0101;6.0;2012.0;30.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2422;2422
9.0;0902;8.0;2012.0;20.0;7.0;9.0;0901;40.0;34.0;2.0;2.0;320.0;320.0;4.0;5.0;3314;2422
11.0;1108;2.0;2012.0;9.0;1.0;11.0;1101;42.0;33.0;9.0;9.0;320.0;320.0;1.0;5.0;9712;2422
18.0;1801;8.0;2012.0;10.0;5.0;18.0;1801;24.0;26.0;9.0;2.0;320.0;320.0;3.0;5.0;9712;2422
22.0;2205;1.0;2013.0;19.0;11.0;22.0;2201;32.0;27.0;2.0;2.0;320.0;320.0;4.0;5.0;9712;2422
16.0;1601;11.0;2012.0;5.0;9.0;16.0;1601;30.0;26.0;1.0;2.0;320.0;320.0;5.0;5.0;9712;2422
9.0;0901;6.0;2012.0;16.0;5.0;9.0;0901;30.0;26.0;2.0;2.0;320.0;320.0;9.0;9.0;9712;2422
3.0;0302;12.0;2012.0;29.0;10.0;3.0;0301;999.0;38.0;2.0;2.0;320.0;320.0;9.0;5.0;9999;2422
1.0;0102;10.0;2012.0;7.0;9.0;1.0;0101;34.0;36.0;9.0;2.0;320.0;320.0;5.0;4.0;1120;2431
1.0;0101;6.0;2012.0;30.0;3.0;1.0;0101;29.0;27.0;9.0;9.0;723.0;320.0;9.0;9.0;1219;2431
1.0;0101;8.0;2012.0;3.0;5.0;1.0;0101;34.0;33.0;2.0;9.0;320.0;320.0;5.0;9.0;1219;2431
1.0;0101;10.0;2012.0;21.0;6.0;1.0;0101;39.0;38.0;2.0;2.0;320.0;320.0;5.0;5.0;1219;2431
1.0;0101;4.0;2012.0;6.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;9999.0;9999.0;9.0;9.0;1219;2431
1.0;0101;8.0;2012.0;3.0;7.0;1.0;0101;34.0;31.0;2.0;2.0;320.0;320.0;5.0;5.0;2141;2431
20.0;2001;6.0;2012.0;1.0;3.0;20.0;2001;32.0;32.0;2.0;2.0;320.0;320.0;9.0;9.0;2611;2431
1.0;0101;4.0;2012.0;23.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;56.0;380.0;9.0;9.0;2659;2431
1.0;0101;3.0;2012.0;6.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;2431
1.0;0101;4.0;2012.0;6.0;2.0;1.0;0101;32.0;33.0;9.0;2.0;320.0;320.0;5.0;5.0;5249;2431
1.0;0101;7.0;2012.0;31.0;5.0;1.0;0101;39.0;33.0;2.0;2.0;320.0;320.0;5.0;5.0;2211;2433
1.0;0101;9.0;2012.0;21.0;6.0;1.0;0101;40.0;40.0;2.0;2.0;320.0;320.0;5.0;9.0;5221;2433
1.0;0101;2.0;2012.0;30.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2529
1.0;0101;8.0;2012.0;5.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;1219;2611
1.0;0101;7.0;2012.0;5.0;6.0;1.0;0101;43.0;36.0;2.0;2.0;320.0;320.0;5.0;5.0;2141;2611
1.0;0101;8.0;2012.0;25.0;6.0;1.0;0101;31.0;30.0;9.0;2.0;320.0;320.0;5.0;5.0;2142;2611
1.0;0101;4.0;2013.0;18.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2144;2611
1.0;0101;6.0;2012.0;12.0;4.0;1.0;0101;32.0;32.0;9.0;9.0;320.0;320.0;9.0;9.0;2611;2611
1.0;0101;8.0;2012.0;19.0;6.0;1.0;0101;32.0;29.0;2.0;2.0;320.0;320.0;5.0;5.0;2611;2611
1.0;0101;2.0;2013.0;29.0;11.0;1.0;0101;34.0;34.0;2.0;2.0;723.0;320.0;5.0;5.0;2611;2611
1.0;0101;4.0;2012.0;28.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;310;2611
3.0;0308;5.0;2012.0;3.0;4.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;2611
1.0;0102;8.0;2012.0;9.0;7.0;1.0;0101;999.0;31.0;9.0;2.0;320.0;320.0;9.0;5.0;9712;2611
1.0;0115;5.0;2012.0;27.0;4.0;1.0;0115;999.0;36.0;9.0;2.0;320.0;320.0;9.0;5.0;9999;2611
1.0;0101;1.0;2013.0;2.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513;2619
1.0;0101;4.0;2013.0;9.0;3.0;1.0;0101;51.0;46.0;2.0;2.0;320.0;320.0;9.0;5.0;7112;2619
1.0;0101;5.0;2012.0;12.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;724.0;320.0;9.0;9.0;2611;2632
1.0;0101;3.0;2013.0;5.0;12.0;1.0;0101;31.0;32.0;2.0;2.0;320.0;340.0;5.0;9.0;2633;2633
1.0;0101;1.0;2013.0;28.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2633
1.0;0101;2.0;2013.0;29.0;11.0;1.0;0101;24.0;27.0;2.0;2.0;320.0;320.0;4.0;5.0;1346;2634
1.0;0101;6.0;2012.0;23.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;276.0;320.0;9.0;9.0;2141;2634
1.0;0102;11.0;2012.0;29.0;5.0;1.0;0102;31.0;31.0;2.0;2.0;320.0;320.0;5.0;5.0;2211;2634
1.0;0101;10.0;2012.0;19.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;2250;2634
1.0;0101;7.0;2012.0;19.0;6.0;1.0;0101;30.0;24.0;9.0;9.0;320.0;320.0;9.0;9.0;2422;2634
1.0;0101;1.0;2013.0;27.0;12.0;1.0;0101;29.0;29.0;2.0;2.0;320.0;320.0;5.0;9.0;2431;2634
1.0;0101;7.0;2012.0;5.0;6.0;1.0;0101;27.0;30.0;2.0;2.0;320.0;320.0;4.0;4.0;2619;2634
1.0;0108;8.0;2012.0;9.0;7.0;1.0;0108;31.0;30.0;2.0;2.0;320.0;320.0;4.0;5.0;2652;2634
1.0;0101;2.0;2012.0;16.0;1.0;1.0;0101;31.0;32.0;2.0;2.0;320.0;320.0;9.0;9.0;5221;2634
1.0;0102;3.0;2013.0;3.0;6.0;1.0;0101;28.0;30.0;2.0;2.0;320.0;320.0;4.0;5.0;9712;2634
16.0;1601;3.0;2012.0;7.0;2.0;16.0;1601;30.0;26.0;1.0;2.0;320.0;320.0;9.0;5.0;9712;2634
1.0;0101;11.0;2012.0;1.0;8.0;1.0;0101;38.0;37.0;9.0;2.0;320.0;320.0;9.0;5.0;9999;2634
1.0;0101;5.0;2012.0;24.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;192.0;320.0;9.0;9.0;9712;2636
1.0;0101;3.0;2013.0;12.0;3.0;1.0;0101;999.0;53.0;9.0;2.0;320.0;276.0;9.0;5.0;2142;2641
1.0;0101;2.0;2013.0;3.0;12.0;1.0;0101;48.0;42.0;2.0;2.0;320.0;320.0;5.0;5.0;2142;2642
1.0;0101;10.0;2012.0;16.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;76.0;9.0;9.0;2149;2642
1.0;0101;7.0;2012.0;14.0;5.0;1.0;0101;34.0;29.0;2.0;2.0;320.0;320.0;5.0;9.0;2141;2643
1.0;0101;9.0;2012.0;3.0;4.0;1.0;0101;30.0;36.0;9.0;9.0;320.0;320.0;5.0;5.0;2634;2643
1.0;0102;2.0;2013.0;25.0;10.0;1.0;0101;999.0;36.0;2.0;2.0;320.0;320.0;9.0;5.0;5221;2643
1.0;0101;1.0;2013.0;4.0;10.0;1.0;0101;42.0;37.0;9.0;2.0;320.0;320.0;9.0;4.0;9712;2643
1.0;0101;6.0;2012.0;8.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;9712;2651
1.0;0101;12.0;2012.0;20.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5249;2655
1.0;0114;12.0;2012.0;6.0;9.0;1.0;0114;38.0;32.0;2.0;2.0;320.0;320.0;4.0;5.0;4419;2656
1.0;0101;1.0;2013.0;8.0;10.0;1.0;0108;32.0;29.0;2.0;2.0;320.0;320.0;4.0;4.0;2320;3119
1.0;0101;8.0;2012.0;18.0;6.0;1.0;0101;29.0;28.0;9.0;9.0;320.0;320.0;9.0;9.0;2412;3119
9.0;0901;1.0;2012.0;9.0;1.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3119;3119
13.0;1301;7.0;2012.0;25.0;6.0;13.0;1301;28.0;22.0;2.0;2.0;320.0;320.0;4.0;4.0;4311;3119
5.0;0501;4.0;2013.0;30.0;10.0;5.0;0501;28.0;27.0;2.0;2.0;320.0;320.0;9.0;5.0;9712;3212
12.0;1212;3.0;2013.0;20.0;11.0;9.0;0920;44.0;44.0;2.0;2.0;320.0;320.0;5.0;4.0;2320;3221
4.0;0403;11.0;2012.0;3.0;8.0;4.0;0401;24.0;24.0;2.0;2.0;320.0;320.0;9.0;4.0;2341;3221
